# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 29K of event 'cycles:ppp'
# Event count (approx.): 21822785868
#
# Overhead  Command          Shared Object                            Symbol                                                                                                                                                                                                                                        
# ........  ...............  .......................................  ..............................................................................................................................................................................................................................................
#
     0.00%  chrome           [kernel.kallsyms]                        [k] common_file_perm
     0.00%  chrome           chrome                                   [.] 0x0000000006d70010
     0.00%  gnome-shell      libmutter-clutter-2.so                   [.] 0x00000000000f1544
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000018437da
     0.00%  systemd-resolve  [kernel.kallsyms]                        [k] seccomp_run_filters
     0.00%  sleep thread     dropbox                                  [.] _PyStack_AsTuple
     0.00%  node             [kernel.kallsyms]                        [k] __fget
     0.00%  Compositor       libpthread-2.27.so                       [.] __pthread_mutex_init
     0.00%  i915/signal:0    [kernel.kallsyms]                        [k] find_busiest_group
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010855f0
     0.00%  sublime_text     [kernel.kallsyms]                        [k] __enqueue_entity
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] _raw_spin_lock_bh
     0.00%  Chrome_ChildIOT  libstdc++.so.6.0.25                      [.] _Znwm
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001bd0b30
     0.00%  ActorThread #2   dropbox                                  [.] _PyEval_EvalFrameDefault
     0.00%  ActorThread #5   [kernel.kallsyms]                        [k] ip_make_skb
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x000000000080865b
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010d9276
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010da9af
     0.00%  teamviewerd      libpthread-2.27.so                       [.] __pthread_mutex_unlock
     0.00%  chrome           chrome                                   [.] 0x00000000032b6f19
     0.00%  Chrome_IOThread  libc-2.27.so                             [.] read
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000017d8730
     0.00%  chrome           chrome                                   [.] 0x0000000006650020
     0.00%  Web Content      libxul.so                                [.] 0x00000000008eb460
     0.00%  swapper          [kernel.kallsyms]                        [k] free_page_and_swap_cache
     0.00%  QtWebEngineProc  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001fc3140
     0.00%  chrome           chrome                                   [.] 0x0000000003f0465a
     0.00%  Xorg             [kernel.kallsyms]                        [k] native_flush_tlb_one_user
     0.00%  chrome           chrome                                   [.] 0x0000000006674eb0
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010a1100
     0.00%  ActorThread #5   dropbox                                  [.] _PyFunction_FastCall
     0.00%  chrome           chrome                                   [.] 0x0000000003f57816
     0.00%  teamviewerd      libc-2.27.so                             [.] __tz_convert
     0.00%  swapper          [kernel.kallsyms]                        [k] rcu_idle_enter
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] aa_unix_msg_perm
     0.00%  TeamViewer       libpthread-2.27.so                       [.] __pthread_getspecific
     0.00%  chrome           chrome                                   [.] 0x0000000003ec21ce
     0.00%  Xorg             Xorg                                     [.] dixLookupProperty
     0.00%  Web Content      [kernel.kallsyms]                        [k] fput
     0.00%  WebExtensions    [kernel.kallsyms]                        [k] down_write
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001087461
     0.00%  JS Helper        libmozjs-52.so.0.0.0                     [.] 0x00000000007349e4
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] entry_SYSCALL_64_after_hwframe
     0.00%  jbd2/sda1-8      [kernel.kallsyms]                        [k] blk_queue_bio
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] pthread_mutex_lock@plt
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x000000000185e1bf
     0.00%  Chrome_ChildIOT  libevent-2.1.so.6.0.2                    [.] evmap_io_active_
     0.00%  chrome           [unknown]                                [k] 0xfffffe00000b6014
     0.00%  Web Content      libxul.so                                [.] 0x0000000003ee5fa0
     0.00%  gnome-shell      libglib-2.0.so.0.5600.3                  [.] g_pointer_bit_unlock
     0.00%  Web Content      libxul.so                                [.] 0x0000000001096bec
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010da9af
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x000000000185a03a
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x000000000083ef4f
     0.00%  xtl-netreq-4     dropbox                                  [.] obj_cmp_BSEARCH_CMP_FN
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001bd5b8c
     0.00%  kworker/u16:2    [kernel.kallsyms]                        [k] native_sched_clock
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010828c0
     0.00%  xtl-netreq-4     dropbox                                  [.] gcm_ghash_avx
     0.00%  Web Content      libxul.so                                [.] 0x0000000000875366
     0.00%  Timer            libpthread-2.27.so                       [.] __pthread_mutex_cond_lock
     0.00%  node             libc-2.27.so                             [.] syscall
     0.00%  stremio          [kernel.kallsyms]                        [k] try_to_wake_up
     0.00%  90captive_porta  libc-2.27.so                             [.] __libc_fork
     0.00%  Compositor       [kernel.kallsyms]                        [k] cleanup_module
     0.00%  chrome           chrome                                   [.] 0x0000000001c7077c
     0.00%  stremio          [kernel.kallsyms]                        [k] mutex_unlock
     0.00%  chrome           chrome                                   [.] 0x00000000037a1362
     0.00%  chrome           chrome                                   [.] 0x000000000666377c
     0.00%  Web Content      libxul.so                                [.] 0x0000000003eaf238
     0.00%  Compositor       libc-2.27.so                             [.] cfree@GLIBC_2.2.5
     0.00%  90captive_porta  [kernel.kallsyms]                        [k] find_busiest_group
     0.00%  Web Content      libxul.so                                [.] 0x000000000101caa8
     0.00%  Web Content      libxul.so                                [.] 0x0000000003e8f0e3
     0.00%  Web Content      [kernel.kallsyms]                        [k] copy_msghdr_from_user
     0.00%  gnome-shell      libglib-2.0.so.0.5600.3                  [.] g_variant_get_child_value
     0.00%  chrome           chrome                                   [.] 0x0000000003b7d5e0
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010e49dd
     0.00%  systemd-resolve  libsystemd-shared-237.so                 [.] prioq_put
     0.00%  stremio          [kernel.kallsyms]                        [k] decay_load
     0.00%  stremio          libQt5Core.so.5.9.5                      [.] _ZN14QTimerInfoList9timerWaitER8timespec
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000007c2165
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010dc0dc
     0.00%  Web Content      libxul.so                                [.] 0x0000000003eada40
     0.00%  QtWebEngineProc  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000002f97590
     0.00%  stremio          libQt5Core.so.5.9.5                      [.] _ZN14QTimerInfoList14activateTimersEv
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010e19df
     0.00%  Compositor       [kernel.kallsyms]                        [k] update_cfs_group
     0.00%  stremio          libdbus-1.so.3.19.4                      [.] _dbus_message_loader_queue_messages
     0.00%  chrome           [kernel.kallsyms]                        [k] hash_futex
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] ep_scan_ready_list.constprop.17
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001492fa0
     0.00%  stremio          libc-2.27.so                             [.] __libc_enable_asynccancel
     0.00%  irq/32-iwlwifi   [kernel.kallsyms]                        [k] iwl_trans_pcie_read32
     0.00%  90captive_porta  [kernel.kallsyms]                        [k] ext4_file_read_iter
     0.00%  nautilus-deskto  [kernel.kallsyms]                        [k] hrtimer_init
     0.00%  stremio          [kernel.kallsyms]                        [k] rb_insert_color
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010d9bf5
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010da9e9
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] put_prev_entity
     0.00%  Web Content      firefox                                  [.] malloc
     0.00%  swapper          [kernel.kallsyms]                        [k] rcu_needs_cpu
     0.00%  chrome           libglib-2.0.so.0.5600.3                  [.] g_main_context_check
     0.00%  JS Helper        libmozjs-52.so.0.0.0                     [.] 0x000000000047df84
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000017bfbd0
     0.00%  Xorg             [unknown]                                [k] 0xfffffe00000e201b
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010ad135
     0.00%  chrome           chrome                                   [.] 0x000000000302e08e
     0.00%  stremio          libQt5Core.so.5.9.5                      [.] _ZN14QTimerInfoList11timerInsertEP10QTimerInfo
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001083f50
     0.00%  chrome           chrome                                   [.] 0x0000000001c12fe3
     0.00%  swapper          [kernel.kallsyms]                        [k] __page_cache_release
     0.00%  Timer            [kernel.kallsyms]                        [k] account_entity_dequeue
     0.00%  chrome           chrome                                   [.] 0x00000000019b314b
     0.00%  jetbrains-toolb  libQt5Core.so.5.10.1                     [.] 0x0000000000120ed9
     0.00%  Chrome_IOThread  chrome                                   [.] 0x0000000003f682e7
