# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles:ppp'
# Event count (approx.): 23039810842
#
# Overhead  Command          Shared Object                           Symbol                                                                                                                                                                                                          
# ........  ...............  ......................................  ................................................................................................................................................................................................................
#
     0.00%  sublime_text     [kernel.kallsyms]                       [k] update_cfs_rq_h_load
     0.00%  gnome-shell      libglib-2.0.so.0.5600.3                 [.] g_ascii_strcasecmp
     0.00%  Chrome_IOThread  libpthread-2.27.so                      [.] __pthread_mutex_lock
     0.00%  Xorg             Xorg                                    [.] 0x000000000013dd28
     0.00%  pgrep            [kernel.kallsyms]                       [k] locks_remove_posix
     0.00%  pgrep            [kernel.kallsyms]                       [k] d_path
     0.00%  teamviewerd      [kernel.kallsyms]                       [k] mntput
     0.00%  gnome-terminal-  libgdk-3.so.0.2200.30                   [.] 0x0000000000068030
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001dd360
     0.00%  chrome           chrome                                  [.] 0x0000000007333b0f
     0.00%  gnome-shell      i965_dri.so                             [.] 0x00000000006ca972
     0.00%  Compositor       libc-2.27.so                            [.] malloc
     0.00%  jetbrains-toolb  [kernel.kallsyms]                       [k] hrtick_update
     0.00%  gnome-shell      [kernel.kallsyms]                       [k] _cond_resched
     0.00%  Timer            firefox                                 [.] _ZN7mozilla6detail21ConditionVariableImpl8wait_forERNS0_9MutexImplERKNS_16BaseTimeDurationINS_27TimeDurationValueCalculatorEEE
     0.00%  gnome-shell      libgirepository-1.0.so.1.0.0            [.] 0x0000000000012a44
     0.00%  gnome-shell      libmutter-cogl-2.so                     [.] 0x0000000000039ffe
     0.00%  gnome-shell      libmutter-cogl-2.so                     [.] 0x000000000001c832
     0.00%  sleep            libc-2.27.so                            [.] _init
     0.00%  Chrome_IOThread  chrome                                  [.] 0x00000000044568f4
     0.00%  ksoftirqd/5      [kernel.kallsyms]                       [k] free_pcppages_bulk
     0.00%  NetworkManager   libglib-2.0.so.0.5600.3                 [.] g_hash_table_lookup
     0.00%  chrome           chrome                                  [.] 0x0000000005701300
     0.00%  sublime_text     sublime_text                            [.] 0x00000000000fcae5
     0.00%  gnome-shell      libgirepository-1.0.so.1.0.0            [.] g_callable_info_is_method
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                    [.] 0x0000000000735620
     0.00%  gnome-shell      libmutter-cogl-2.so                     [.] 0x0000000000019fbf
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                    [.] 0x0000000000651a39
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000487d90
     0.00%  chrome           chrome                                  [.] 0x00000000037a31a1
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000004871fe
     0.00%  gnome-shell      i965_dri.so                             [.] 0x0000000000168fde
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x0000000003fa1c40
     0.00%  Compositor       libstdc++.so.6.0.25                     [.] 0x00000000000a9e44
     0.00%  pgrep            [kernel.kallsyms]                       [k] account_process_tick
     0.00%  Chrome_IOThread  [vdso]                                  [.] __vdso_clock_gettime
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] __schedule
     0.00%  gnome-shell      libpthread-2.27.so                      [.] __libc_recvmsg
     0.00%  sleep            ld-2.27.so                              [.] __GI___tunables_init
     0.00%  gnome-shell      libgjs.so.0.0.0                         [.] 0x00000000000380e0
     0.00%  Chrome_ChildIOT  libpthread-2.27.so                      [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.00%  gnome-shell      libgjs.so.0.0.0                         [.] _ZN2JS8GCVectorINS_5ValueELm8EN2js15TempAllocPolicyEEC2EOS4_
     0.00%  gnome-shell      libgjs.so.0.0.0                         [.] 0x0000000000030f8b
     0.00%  Xorg             [kernel.kallsyms]                       [k] unix_stream_read_generic
     0.00%  gnome-terminal-  [kernel.kallsyms]                       [k] copy_user_enhanced_fast_string
     0.00%  gnome-shell      libgtk-3.so.0.2200.30                   [.] 0x000000000019be28
     0.00%  gnome-shell      i965_dri.so                             [.] 0x00000000001af9c8
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                    [.] 0x00000000004a18f3
     0.00%  stremio          [kernel.kallsyms]                       [k] decay_load
     0.00%  Xorg             Xorg                                    [.] 0x00000000001330e0
     0.00%  swapper          [kernel.kallsyms]                       [k] sched_clock_idle_wakeup_event
     0.00%  gnome-shell      libgjs.so.0.0.0                         [.] gjs_closure_invoke
     0.00%  gnome-shell      perf-2381.map                           [.] 0x00000bdc42bd3d91
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                    [.] 0x000000000073cf98
     0.00%  TaskSchedulerFo  [kernel.kallsyms]                       [k] crc_42
     0.00%  Xorg             [kernel.kallsyms]                       [k] memcg_kmem_get_cache
     0.00%  teamviewerd      [kernel.kallsyms]                       [k] get_mm_exe_file
     0.00%  Chrome_IOThread  chrome                                  [.] 0x0000000004446cfb
     0.00%  gnome-shell      libmutter-cogl-2.so                     [.] 0x000000000002695b
     0.00%  gnome-shell      i965_dri.so                             [.] 0x000000000008ec6c
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000473a7d
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] __slab_free
     0.00%  Web Content      [vdso]                                  [.] __vdso_clock_gettime
     0.00%  gnome-terminal-  libgdk-3.so.0.2200.30                   [.] gdk_x11_atom_to_xatom_for_display
     0.00%  gnome-terminal-  [kernel.kallsyms]                       [k] unix_stream_read_generic
     0.00%  Chrome_ChildIOT  libc-2.27.so                            [.] pthread_mutex_lock
     0.00%  chrome           chrome                                  [.] 0x00000000072dca30
     0.00%  pgrep            [kernel.kallsyms]                       [k] page_add_file_rmap
     0.00%  gnome-shell      perf-2381.map                           [.] 0x00000bdc42d187ab
     0.00%  gnome-shell      libmutter-cogl-2.so                     [.] 0x000000000005bdef
     0.00%  gnome-shell      libgirepository-1.0.so.1.0.0            [.] 0x000000000002529f
     0.00%  gnome-shell      libgobject-2.0.so.0.5600.3              [.] g_object_ref_sink
     0.00%  Xorg             [kernel.kallsyms]                       [k] _raw_spin_lock_irqsave
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000017640c
     0.00%  gnome-terminal-  libgdk-3.so.0.2200.30                   [.] gdk_display_is_closed
     0.00%  gnome-shell      libgobject-2.0.so.0.5600.3              [.] 0x0000000000015821
     0.00%  gnome-terminal-  libgtk-3.so.0.2200.30                   [.] gtk_main_do_event
     0.00%  gnome-shell      i965_dri.so                             [.] 0x0000000000494970
     0.00%  gnome-shell      libgjs.so.0.0.0                         [.] gjs_boxed_from_c_struct
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                    [.] 0x0000000000727032
     0.00%  gnome-terminal-  libcairo.so.2.11510.0                   [.] 0x0000000000016000
     0.00%  gnome-terminal-  libgtk-3.so.0.2200.30                   [.] 0x00000000002a9af6
     0.00%  gnome-shell      libgtk-3.so.0.2200.30                   [.] 0x000000000018dfd6
     0.00%  gnome-shell      libgmodule-2.0.so.0.5600.3              [.] g_module_symbol
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] ep_poll
     0.00%  stremio          [unknown]                               [k] 0xfffffe000010e025
     0.00%  gnome-shell      libst-1.0.so                            [.] st_theme_node_get_background_paint_box
     0.00%  swapper          [kernel.kallsyms]                       [k] arch_cpu_idle_enter
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000c4614
     0.00%  gnome-shell      libpixman-1.so.0.34.0                   [.] pixman_region32_not_empty
     0.00%  pgrep            [kernel.kallsyms]                       [k] handle_pte_fault
     0.00%  Chrome_IOThread  chrome                                  [.] 0x0000000002542502
     0.00%  gnome-shell      libgjs.so.0.0.0                         [.] 0x0000000000048ea5
     0.00%  gnome-shell      libdl-2.27.so                           [.] dlerror
     0.00%  chrome           chrome                                  [.] 0x00000000081a4c40
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] futex_wake
     0.00%  gnome-shell      libgirepository-1.0.so.1.0.0            [.] 0x0000000000012a82
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000019c6ec
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                    [.] 0x000000000073cf53
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001bc9e06
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] native_sched_clock
     0.00%  chrome           chrome                                  [.] 0x0000000003ec0d70
     0.00%  Xorg             libglamoregl.so                         [.] 0x000000000001278d
     0.00%  Compositor       libpthread-2.27.so                      [.] __pthread_enable_asynccancel
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x00000000043d3410
     0.00%  Timer            libxul.so                               [.] 0x00000000008f9d75
     0.00%  gnome-terminal-  libcairo.so.2.11510.0                   [.] 0x0000000000066d44
     0.00%  gnome-shell      libst-1.0.so                            [.] 0x00000000000145b2
     0.00%  sublime_text     sublime_text                            [.] 0x00000000001c1c52
     0.00%  chrome           chrome                                  [.] 0x0000000001a21a50
     0.00%  Xorg             modesetting_drv.so                      [.] 0x000000000000bf60
     0.00%  chrome           chrome                                  [.] 0x000000000346cd91
     0.00%  gnome-terminal-  libpthread-2.27.so                      [.] __pthread_getspecific
     0.00%  gnome-shell      libpango-1.0.so.0.4000.14               [.] g_utf8_strlen@plt
     0.00%  Chrome_IOThread  chrome                                  [.] 0x0000000003ec2200
     0.00%  teamviewerd      [kernel.kallsyms]                       [k] __d_lookup_rcu
     0.00%  Xorg             [kernel.kallsyms]                       [k] entry_SYSCALL_64_stage2
     0.00%  pgrep            [kernel.kallsyms]                       [k] snprintf
     0.00%  chrome           libpthread-2.27.so                      [.] pthread_cond_timedwait@@GLIBC_2.3.2
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000481588
     0.00%  gnome-shell      libgirepository-1.0.so.1.0.0            [.] g_struct_info_get_field
     0.00%  sublime_text     sublime_text                            [.] 0x000000000022f4ec
     0.00%  gnome-shell      [kernel.kallsyms]                       [k] tlb_next_batch.isra.62
     0.00%  gnome-terminal-  libcairo.so.2.11510.0                   [.] 0x000000000001541a
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                    [.] _Z21JS_EncodeStringToUTF8P9JSContextN2JS6HandleIP8JSStringEE
     0.00%  sublime_text     libglib-2.0.so.0.5600.3                 [.] g_private_get
     0.00%  pgrep            [kernel.kallsyms]                       [k] get_random_u32
     0.00%  gnome-shell      libgirepository-1.0.so.1.0.0            [.] g_arg_info_get_direction
     0.00%  chrome           chrome                                  [.] 0x00000000029cba88
     0.00%  chrome           perf-354.map                            [.] 0x000004c98e8fc501
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                    [.] 0x00000000005bbeb7
     0.00%  gnome-terminal-  libgtk-3.so.0.2200.30                   [.] gtk_misc_get_padding
     0.00%  chrome           chrome                                  [.] 0x0000000003eacb70
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] 0x00000000017bd404
     0.00%  sleep            libc-2.27.so                            [.] getenv
     0.00%  gnome-shell      libmutter-cogl-2.so                     [.] 0x00000000000742f8
     0.00%  gnome-terminal-  libcairo.so.2.11510.0                   [.] 0x000000000009ade1
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] enqueue_task_fair
